inventory_id,product_id,store_id,stock_quantity,reorder_level,last_restock_date
70,161,8,846,102,2023-08-14
71,233,11,950,80,2024-02-11
72,336,2,923,55,2023-08-11
73,180,11,646,92,2024-07-10
74,308,15,907,27,2023-10-21
75,206,12,656,22,2023-07-22
76,121,6,119,132,2024-01-30
77,252,14,915,45,2023-06-21
78,158,25,581,140,2023-09-04
79,357,26,459,100,2024-10-10
80,20,1,981,94,2024-06-07
81,177,17,116,53,2024-03-02
82,88,23,,99,2023-06-27
83,193,12,643,108,2024-10-17
84,102,10,183,138,2023-03-17
85,88,13,60,53,2023-03-26
86,138,16,36,58,2024-04-15
87,216,2,857,144,2024-01-12
88,50,8,590,67,2023-03-09
89,51,16,248,150,2024-01-19
90,127,16,295,85,2024-03-20
91,226,9,802,138,2024-11-08
92,229,20,423,67,2024-02-09
93,28,21,58,101,2023-12-19
94,281,1,-15,45,2023-01-26
95,32,12,-13,119,2024-07-26
96,352,5,256,89,2023-09-22
97,237,2,834,144,2023-05-16
98,145,9,861,94,2023-01-17
99,194,2,788,52,2024-03-30
100,48,6,369,24,2023-05-20
101,197,12,852,103,2023-10-05
102,289,5,792,42,2024-06-18
103,264,4,327,110,2024-06-11
104,242,35,-22,34,2023-06-10
105,136,13,558,126,2023-05-31
106,78,30,950,136,2023-03-24
107,262,3,95,37,2023-12-11
108,111,7,,44,2023-06-02
109,287,7,547,148,2024-06-15
110,279,17,68,79,2024-11-20
111,85,12,749,55,2023-09-14
112,85,7,249,95,2023-06-27
113,256,27,816,22,2024-04-08
114,30,4,403,134,2024-04-06
115,283,21,157,111,2024-12-06
116,30,14,589,37,2023-12-31
117,335,18,19,150,2023-10-26
118,347,3,551,138,2024-01-05
119,37,27,378,92,2023-12-05
120,116,33,660,116,2024-11-05
121,155,12,676,120,2023-08-20
122,273,30,270,21,2023-11-17
123,342,30,,114,2024-06-07
124,9999,999,-38,95,2024-01-03
125,110,9,930,117,2024-08-16
126,142,32,476,43,2023-06-09
127,152,4,757,56,2024-12-14
128,25,16,269,83,2023-12-30
129,294,6,378,104,2023-06-21
130,72,21,580,127,2024-02-26
131,28,8,168,29,2023-02-14
132,57,3,207,49,2024-02-24
133,10,24,919,56,2024-11-13
134,124,32,445,97,2023-07-25
135,335,34,374,109,2023-04-16
136,220,8,636,50,2023-11-06
137,197,1,430,134,2024-08-28
138,21,26,250,96,2024-08-28
139,342,35,622,123,2024-09-17
140,224,26,657,29,2023-06-02
141,297,16,315,107,2023-05-12
142,181,12,282,45,2024-06-07
143,292,29,266,140,2024-01-27
144,126,27,133,30,2023-08-09
145,132,16,,70,2023-03-15
146,346,11,697,29,2023-04-14
147,9,1,870,92,2023-09-30
148,271,22,362,125,2024-08-31
149,113,15,,109,2024-07-07
150,268,2,939,40,2024-07-17
151,4,22,815,118,2023-11-06
152,90,23,386,133,2023-05-05
153,140,33,511,95,2024-10-24
154,32,8,846,145,2024-07-15
155,294,25,451,57,2024-08-21
156,254,20,191,108,2023-07-02
157,143,17,327,110,2024-11-13
158,143,26,526,102,2024-02-26
159,137,8,590,55,2023-04-05
160,10,25,988,40,2024-10-04
161,142,13,212,80,2023-08-04
162,355,12,776,24,2023-12-30
163,360,18,903,115,2023-08-02
164,14,12,265,45,2023-08-21
165,209,2,287,132,2023-05-22
166,154,21,271,32,2024-12-02
167,57,22,749,79,2023-11-07
168,114,18,587,80,2024-02-10
169,158,19,946,134,2024-02-29
170,79,5,227,145,2023-09-03
171,214,30,246,114,2023-01-27
172,258,33,524,78,2024-05-07
173,6,21,730,28,2023-09-25
174,259,18,623,23,2023-07-29
175,156,35,56,128,2024-04-16
176,298,28,685,106,2023-03-22
177,41,9,983,21,2024-05-27
178,190,3,396,44,2023-05-02
179,359,5,243,123,2024-12-31
180,199,18,575,61,2024-07-16
181,195,9,984,130,2024-01-04
182,173,2,455,139,2023-06-02
183,207,28,104,77,2024-03-24
184,27,10,929,61,2023-12-22
185,4,27,703,20,2023-04-26
186,295,19,817,51,2024-08-17
187,234,15,467,48,2024-10-12
188,266,14,655,111,2023-01-26
189,313,4,-44,68,2024-01-24
190,38,1,487,90,2023-09-05
191,350,32,787,84,2024-07-17
192,270,15,314,58,2024-06-04
193,228,2,706,116,2023-01-04
194,218,6,13,122,2023-05-13
195,82,15,585,150,2023-12-16
196,138,22,568,27,2024-03-01
197,248,33,126,57,2024-07-20
198,333,28,697,95,2023-03-26
199,282,14,732,90,2024-05-31
200,357,1,917,31,2024-02-08
201,104,4,870,36,2023-11-06
202,335,21,156,51,2023-11-08
203,43,9,105,148,2024-09-29
204,185,5,458,73,2024-11-14
205,96,27,155,28,2023-11-26
206,17,31,864,104,2024-10-02
207,308,23,982,138,2023-11-18
208,101,11,531,104,2024-12-12
209,164,23,930,86,2023-05-24
210,51,16,,96,2023-02-21
211,100,9,545,116,2023-10-08
212,150,24,606,62,2024-04-14
213,243,17,501,52,2023-01-13
214,202,17,379,61,2024-05-08
215,71,19,242,45,2024-02-27
216,173,21,,117,2023-12-17
217,186,22,740,127,2023-05-31
218,329,20,3,99,2023-02-06
219,79,14,507,26,2024-01-30
220,305,24,316,137,2024-02-07
221,161,30,,149,2024-06-26
222,301,34,916,82,2023-02-04
223,309,33,97,68,2024-06-17
224,275,6,123,78,2024-03-27
225,160,15,745,107,2023-04-20
226,316,10,241,80,2024-12-02
227,129,20,484,26,2024-11-19
228,15,18,749,138,2023-04-01
229,353,23,171,85,2023-07-17
230,232,31,624,94,2024-12-01
231,302,4,679,135,2023-08-17
232,221,12,64,129,2024-02-12
233,335,7,144,102,2024-08-26
234,179,6,601,38,2023-10-16
235,330,3,750,71,2023-09-26
236,329,29,684,57,2023-05-12
237,160,29,663,70,2024-07-23
238,215,26,772,71,2024-05-25
239,197,2,180,57,2023-06-02
240,302,1,,119,2023-05-29
241,32,21,223,51,2024-09-25
242,223,13,351,142,2023-12-05
243,75,34,,90,2023-07-20
244,294,12,491,79,2023-12-05
245,10,12,245,123,2023-10-17
246,202,7,588,55,2024-09-22
247,41,16,649,113,2023-04-15
248,291,35,179,20,2024-01-09
249,318,26,112,122,2024-05-31
250,45,30,490,143,2024-06-05
251,119,14,82,78,2023-06-12
252,149,28,980,63,2024-03-28
253,73,15,273,51,2024-05-28
254,347,24,485,144,2024-12-17
255,309,4,272,123,2023-11-06
256,207,1,677,99,2024-04-05
257,353,17,144,114,2024-09-16
258,271,20,512,70,2023-02-19
259,336,24,635,55,2024-04-14
260,349,26,397,31,2023-07-21
261,292,35,159,126,2023-04-29
262,89,27,98,60,2023-10-23
263,310,23,,112,2023-11-30
264,218,4,680,29,2023-01-22
265,237,10,475,67,2024-06-08
266,143,4,265,125,2023-04-29
267,326,30,540,24,2023-09-29
268,29,31,697,111,2024-12-16
269,287,9,927,87,2024-06-22
270,41,30,585,125,2024-04-06
271,264,18,134,97,2024-05-11
272,250,8,543,100,2023-12-15
273,194,3,870,128,2023-06-26
274,9,29,,53,2023-10-02
275,5,6,294,121,2023-09-02
276,274,11,586,24,2024-05-08
277,137,6,,90,2024-11-07
278,335,30,396,60,2024-10-25
279,140,14,771,43,2023-04-17
280,137,12,767,136,2024-03-04
281,54,1,655,76,2024-09-29
282,158,11,583,130,2024-05-27
283,245,32,869,104,2024-05-26
284,274,6,996,49,2024-10-28
285,189,3,523,112,2024-09-19
286,251,13,902,47,2024-04-16
287,106,26,853,135,2023-01-02
288,108,9,664,44,2023-05-30
289,160,35,666,67,2023-11-15
290,201,13,966,67,2023-09-24
291,256,13,,137,2024-03-26
292,71,8,,118,2023-04-07
293,286,11,,37,2024-04-01
294,335,12,865,37,2023-06-22
295,268,1,547,126,2023-01-02
296,241,12,392,83,2023-11-14
297,152,20,106,101,2024-02-17
298,34,35,77,70,2024-06-05
299,292,7,338,145,2023-11-29
300,226,24,631,98,2024-01-25
301,328,23,718,99,2023-10-28
302,292,1,67,79,2023-07-03
303,289,28,875,95,2023-12-08
304,27,25,750,54,2024-01-19
305,252,15,220,64,2024-03-25
306,340,14,769,148,2024-08-15
307,55,25,503,62,2023-04-02
308,251,31,789,37,2023-10-11
309,263,35,944,133,2023-12-06
310,292,23,750,33,2023-05-23
311,60,29,377,150,2024-03-11
312,194,10,698,77,2023-04-18
313,215,24,431,103,2023-09-11
314,164,12,-19,45,2023-04-15
315,198,3,235,129,2024-08-01
316,266,24,963,75,2024-10-05
317,45,35,703,47,2024-05-19
318,278,10,69,40,2024-12-14
319,250,22,658,32,2024-03-21
320,198,29,482,144,2024-02-29
321,218,15,900,28,2024-03-11
322,279,9,50,21,2024-12-05
323,88,33,670,48,2024-09-01
324,81,24,882,143,2024-04-12
325,273,27,525,39,2024-06-30
326,211,32,400,52,2023-11-26
327,139,35,33,145,2023-03-16
328,9,7,589,146,2023-06-26
329,186,31,318,101,2024-06-12
330,214,2,115,41,2024-10-27
331,318,24,579,123,2024-12-16
332,168,7,608,144,2023-08-07
333,258,15,581,32,2023-03-28
334,120,24,-12,69,2023-12-29
335,259,3,884,142,2023-02-01
336,68,21,774,100,2024-05-09
337,283,19,495,117,2023-06-19
338,181,6,321,71,2023-12-02
339,69,24,748,32,2023-12-11
340,21,13,60,42,2023-04-19
341,342,33,762,51,2024-05-14
342,90,34,700,38,2023-01-17
343,203,23,766,25,2024-09-13
344,302,18,955,119,2023-03-01
345,85,29,,70,2023-05-31
346,105,17,740,66,2023-05-01
347,313,2,390,148,2024-10-16
348,84,22,692,121,2023-01-28
349,245,8,66,104,2024-11-07
350,282,2,189,22,2023-03-07
351,340,20,532,105,2024-10-06
352,298,25,770,146,2023-10-22
353,285,8,306,67,2023-02-11
354,155,3,756,67,2023-01-29
355,184,27,113,57,2023-02-21
356,7,7,697,41,2023-07-02
357,154,7,474,59,2024-11-20
358,253,15,955,92,2023-11-27
359,214,20,533,76,2024-12-13
360,341,9,427,94,2023-08-27
361,260,3,824,29,2024-12-24
362,166,28,487,29,2024-10-06
363,171,30,445,73,2024-10-31
364,162,26,961,130,2023-12-28
365,272,27,276,72,2023-10-19
366,241,13,793,114,2023-06-09
367,179,23,322,84,2024-07-17
368,182,25,555,80,2023-11-27
369,105,1,902,86,2024-01-26
370,274,10,768,28,2023-10-14
371,165,28,451,104,2023-06-23
372,22,20,487,102,2024-07-27
373,333,21,182,109,2024-12-06
374,115,22,857,88,2023-08-15
375,193,8,64,96,2024-11-18
376,360,22,617,108,2023-10-28
377,116,31,754,140,2023-04-16
378,122,26,643,61,2023-09-09
379,148,9,507,148,2023-01-13
380,127,18,746,43,2023-05-29
381,54,6,545,26,2023-02-12
382,97,2,206,35,2024-07-25
383,273,11,496,102,2023-08-20
384,9999,999,-10,106,2024-07-09
385,216,12,60,87,2024-01-11
386,27,15,600,51,2024-12-01
387,1,4,853,140,2024-07-19
388,190,12,619,132,2024-09-23
389,25,10,367,111,2023-02-04
390,213,22,297,51,2024-08-16
391,178,3,414,63,2023-12-25
392,234,33,903,27,2024-10-28
393,119,21,261,111,2023-01-10
394,38,23,28,134,2024-02-06
395,209,4,383,38,2023-03-29
396,2,13,683,45,2023-05-22
397,90,14,194,24,2023-02-14
398,337,31,645,138,2024-09-11
399,126,16,204,73,2023-01-08
400,147,19,427,70,2024-11-17
401,233,23,904,91,2023-11-04
402,8,7,862,99,2023-12-25
403,356,12,321,142,2024-12-10
404,117,28,224,39,2024-02-21
405,165,32,550,49,2024-10-19
406,245,3,456,47,2023-01-07
407,353,25,245,84,2024-12-14
408,120,13,813,103,2024-10-30
409,109,35,186,113,2023-04-28
410,267,10,477,33,2024-04-20
411,21,9,240,96,2023-03-12
412,277,16,957,133,2023-04-22
413,227,24,966,74,2023-04-03
414,326,24,188,92,2023-01-07
415,236,18,521,71,2023-11-25
416,194,19,860,57,2024-01-28
417,152,32,995,24,2023-09-23
418,296,32,803,55,2024-12-30
419,83,3,171,26,2023-07-25
420,314,10,852,41,2023-05-20
421,128,22,495,102,2024-07-11
422,140,25,19,48,2024-04-30
423,169,17,93,115,2024-02-20
424,237,12,905,23,2023-02-12
425,225,27,829,88,2023-08-20
426,296,23,34,138,2024-10-30
427,279,30,,63,2023-02-02
428,262,13,602,142,2024-06-22
429,135,5,904,76,2024-01-01
430,295,32,49,50,2023-06-12
431,9999,999,-18,125,2023-08-16
432,186,2,592,27,2023-08-30
433,335,23,132,128,2023-11-18
434,9,9,215,132,2024-11-01
435,288,32,892,95,2024-12-20
436,355,22,883,81,2024-12-10
437,297,34,292,47,2024-02-25
438,168,22,599,93,2023-11-22
439,295,30,155,50,2023-01-15
440,333,32,93,128,2024-03-29
441,179,33,811,20,2023-01-22
442,279,34,174,102,2024-10-15
443,119,25,736,116,2023-08-09
444,59,13,612,83,2023-10-19
445,195,22,742,141,2023-09-06
446,258,1,959,22,2024-01-07
447,266,19,2,126,2024-07-31
448,311,9,253,137,2023-05-04
449,152,19,571,54,2024-09-07
450,288,3,182,47,2023-04-03
451,30,28,82,77,2023-04-08
452,102,7,524,88,2024-01-01
453,228,23,643,133,2024-08-31
454,209,31,628,51,2023-02-12
455,276,29,327,125,2024-12-19
456,93,8,553,106,2024-09-27
457,179,17,584,52,2023-04-25
458,14,11,468,58,2023-05-12
459,106,10,,109,2024-11-06
460,249,32,163,87,2024-08-01
461,256,29,298,107,2023-06-30
462,77,21,861,64,2024-05-10
463,181,23,256,99,2024-06-28
464,185,35,198,119,2023-01-31
465,118,18,273,40,2024-06-20
466,25,5,518,41,2023-01-12
467,19,30,,133,2023-07-14
468,196,12,237,76,2023-04-23
469,177,2,863,102,2023-05-08
470,70,32,897,31,2023-11-29
471,105,3,412,106,2023-03-25
472,312,25,301,109,2023-06-05
473,203,2,342,94,2023-02-20
474,120,23,286,108,2024-01-01
475,234,31,380,41,2023-10-08
476,48,15,-49,139,2024-03-19
477,219,12,247,131,2024-11-11
478,174,20,924,31,2023-01-27
479,343,30,634,56,2023-10-18
480,358,7,-20,138,2024-10-10
481,314,13,109,89,2023-07-18
482,33,24,490,56,2024-06-14
483,327,9,545,27,2024-04-09
484,198,19,59,37,2023-11-15
485,104,13,684,79,2024-09-24
486,193,28,494,127,2024-06-09
487,57,21,742,56,2023-08-23
488,139,13,965,74,2023-04-22
489,25,31,368,22,2023-04-12
490,196,33,764,113,2024-10-05
491,253,32,813,97,2023-06-14
492,6,19,91,120,2024-09-24
493,276,4,368,121,2023-04-06
494,302,12,534,37,2024-08-25
495,296,24,44,93,2023-11-03
496,299,29,263,147,2023-04-02
497,271,5,367,96,2023-05-14
498,107,12,252,99,2023-06-30
499,123,34,-21,126,2024-09-28
500,83,31,948,77,2023-04-13
501,143,27,365,88,2023-11-05
502,161,11,183,95,2024-10-27
503,112,11,820,32,2024-09-29
504,290,6,531,79,2024-03-27
505,297,3,246,137,2023-05-10
506,239,8,116,68,2023-08-15
507,94,27,986,61,2023-08-27
508,65,6,591,50,2023-02-12
509,93,8,-4,89,2023-02-21
510,263,25,667,49,2024-10-28
511,24,29,325,70,2024-12-29
512,255,7,521,108,2023-08-12
513,17,32,502,88,2024-01-31
514,252,29,943,74,2024-11-07
515,228,14,513,29,2023-01-29
516,302,35,831,119,2023-03-26
517,335,32,404,33,2024-09-28
518,175,7,516,98,2024-09-09
519,271,23,571,70,2024-02-08
520,92,16,938,30,2024-03-17
521,111,12,,100,2024-02-04
522,142,2,668,34,2023-09-26
523,318,31,178,139,2023-10-14
524,261,12,907,129,2023-07-07
525,196,27,809,46,2024-10-05
526,268,5,458,24,2023-07-20
527,59,12,380,139,2024-01-31
528,171,6,175,31,2023-05-26
529,162,28,180,95,2023-02-28
530,353,20,110,43,2023-09-10
531,128,1,216,53,2024-12-04
532,294,17,726,30,2024-11-24
533,133,14,159,145,2023-07-29
534,54,18,424,72,2023-10-29
535,274,15,69,146,2024-05-25
536,11,23,139,54,2024-10-20
537,160,13,202,106,2023-09-29
538,253,19,225,112,2023-01-20
539,14,30,230,143,2024-04-15
540,175,23,197,128,2024-11-28
541,9999,999,-43,42,2024-04-08
542,29,1,67,128,2023-09-22
543,58,12,354,64,2024-06-13
544,84,18,447,88,2023-08-22
545,341,12,75,43,2023-09-07
546,131,5,296,145,2023-06-10
547,347,29,-3,79,2024-12-04
548,290,27,60,102,2024-10-04
549,9,5,625,69,2024-11-21
550,91,35,699,55,2024-09-15
551,106,10,718,81,2024-02-08
552,47,15,898,108,2024-05-08
553,253,24,223,74,2023-07-10
554,122,35,954,38,2024-02-22
555,227,20,226,129,2023-04-19
556,9999,999,-19,59,2024-08-15
557,86,29,49,80,2024-07-05
558,275,11,178,25,2023-02-08
559,197,15,770,57,2023-05-19
560,287,5,371,112,2023-09-28
561,75,25,454,58,2023-02-27
562,347,24,458,110,2023-01-28
563,323,34,825,94,2023-04-28
564,128,18,454,89,2023-11-02
565,190,20,588,97,2024-11-18
566,182,14,689,58,2024-06-19
567,267,16,555,144,2024-01-14
568,153,19,728,110,2023-07-24
569,297,30,756,81,2024-04-11
570,42,22,38,125,2024-03-28
571,277,10,234,92,2024-04-01
572,214,28,4,89,2024-01-08
573,238,27,-15,37,2023-12-21
574,81,5,422,35,2023-12-12
575,319,24,433,84,2023-08-02
576,116,1,640,43,2024-02-02
577,256,3,-12,64,2023-03-18
578,268,16,652,58,2023-05-16
579,199,14,-6,48,2023-01-20
580,131,21,230,22,2023-12-10
581,338,12,380,87,2024-11-02
582,111,24,953,108,2023-08-26
583,196,9,797,56,2024-04-03
584,1,18,558,127,2023-10-17
585,44,10,590,24,2024-10-08
586,138,26,561,38,2024-05-30
587,353,5,376,25,2024-04-06
588,255,13,667,141,2023-06-12
589,24,15,59,134,2024-09-18
590,294,32,199,115,2023-12-20
591,211,25,766,65,2023-01-05
592,160,32,132,48,2024-10-03
593,29,19,296,79,2024-07-06
594,352,21,698,85,2024-01-24
595,216,12,486,100,2024-06-14
596,85,21,826,94,2023-02-26
597,114,2,833,121,2024-12-03
598,178,26,84,98,2024-02-19
599,104,32,448,61,2023-11-02
600,140,10,749,83,2023-02-17
601,275,8,560,142,2023-07-07
602,236,16,313,56,2023-10-06
603,167,25,532,63,2024-11-30
604,51,9,450,37,2023-04-13
605,70,22,124,43,2024-08-24
606,121,4,695,110,2023-03-15
607,354,17,839,136,2023-07-18
608,5,29,832,109,2024-09-13
609,61,23,914,40,2024-11-03
610,177,30,988,70,2024-09-01
611,157,19,139,101,2024-04-25
612,310,19,524,75,2024-09-01
613,40,6,431,123,2024-03-12
614,262,15,781,141,2024-07-04
615,300,23,381,76,2023-10-06
616,92,5,149,35,2024-01-09
617,120,23,197,72,2023-03-22
618,296,29,401,27,2023-08-25
619,348,3,146,90,2024-03-05
620,84,29,610,36,2024-03-07
621,201,9,69,106,2023-03-05
622,231,13,779,28,2023-09-20
623,68,18,444,120,2023-07-29
624,217,23,830,51,2024-08-12
625,132,25,,58,2024-10-21
626,97,2,111,24,2023-08-04
627,356,33,6,150,2023-05-08
628,175,23,751,123,2023-03-14
629,21,13,551,133,2023-12-25
630,192,17,706,84,2023-01-01
631,92,1,642,129,2024-05-19
632,250,28,614,59,2023-06-29
633,177,31,706,22,2024-05-06
634,176,28,939,116,2023-04-29
635,176,34,532,50,2023-01-09
636,193,28,368,89,2024-02-21
637,37,14,241,108,2023-05-04
638,102,32,166,56,2023-11-06
639,260,11,45,135,2023-11-29
640,205,16,823,69,2024-04-12
641,124,7,633,141,2024-04-12
642,57,12,314,100,2023-02-23
643,138,13,450,133,2023-03-20
644,90,12,644,83,2023-01-12
645,268,9,986,63,2023-09-10
646,64,26,361,124,2024-04-09
647,261,27,728,89,2024-06-25
648,310,20,760,44,2024-12-30
649,340,16,544,22,2023-04-24
650,161,21,266,108,2023-07-20
651,198,10,959,85,2024-09-06
652,80,6,260,70,2024-02-02
653,221,29,524,135,2024-07-03
654,324,27,765,149,2023-09-27
655,111,8,145,24,2024-01-20
656,169,21,812,64,2023-11-08
657,344,20,530,146,2024-05-10
658,182,21,989,56,2024-12-27
659,283,33,21,84,2023-11-24
660,71,22,639,79,2024-07-16
661,224,21,774,150,2023-04-18
662,266,13,32,96,2024-05-10
663,112,15,142,139,2024-03-17
664,257,9,147,68,2024-01-17
665,307,31,,31,2024-12-31
666,183,33,503,139,2023-07-27
667,152,16,656,31,2024-08-10
668,172,29,9,142,2024-06-17
669,296,33,358,89,2024-11-15
670,302,30,771,112,2023-06-09
671,192,5,339,72,2023-11-02
672,111,20,504,124,2023-01-30
673,62,11,321,92,2023-09-23
674,271,32,102,128,2024-07-19
675,211,8,719,128,2023-09-01
676,217,3,144,95,2024-07-26
677,185,30,603,84,2024-07-16
678,26,26,582,29,2023-03-31
679,297,10,337,135,2024-11-27
680,123,5,352,58,2024-05-09
681,295,23,899,120,2023-08-19
682,327,24,607,113,2023-05-28
683,60,9,196,49,2023-02-21
684,208,2,348,81,2024-02-22
685,330,14,982,29,2023-04-01
686,232,25,615,133,2024-05-18
687,339,19,987,72,2024-04-24
688,7,16,290,28,2024-04-16
689,300,11,979,106,2023-05-01
690,228,8,121,52,2024-02-27
691,40,34,852,80,2023-10-27
692,199,8,563,88,2024-01-19
693,65,20,527,43,2024-10-31
694,276,1,801,61,2024-03-28
695,281,18,710,125,2024-06-21
696,219,32,44,101,2024-09-24
697,236,8,964,54,2023-06-17
698,114,19,545,122,2023-09-04
699,43,9,359,93,2024-03-27
700,39,30,809,100,2024-07-22
701,122,21,834,125,2024-12-11
702,119,31,429,113,2024-06-28
703,331,28,206,42,2023-05-23
704,172,13,522,31,2023-11-24
705,145,27,325,20,2023-08-04
706,180,19,309,148,2023-04-21
707,347,12,147,119,2024-10-29
708,211,19,970,48,2024-05-11
709,1,17,500,25,2024-08-17
710,190,22,389,64,2024-07-23
711,146,6,,107,2023-10-08
712,342,24,924,140,2024-09-23
713,211,23,246,150,2024-11-07
714,171,3,118,29,2024-09-23
715,190,21,-50,81,2024-11-27
716,275,21,965,120,2023-06-11
717,186,26,873,46,2024-05-21
718,216,8,321,77,2024-08-16
719,55,19,794,79,2023-09-19
720,245,26,29,144,2023-01-03
721,52,9,200,136,2024-08-22
722,336,12,432,52,2023-11-11
723,265,7,565,52,2023-07-06
724,342,20,,150,2023-04-04
725,187,9,697,114,2024-08-31
726,81,33,780,68,2024-11-25
727,136,34,818,115,2024-09-10
728,20,5,88,122,2024-11-22
729,254,1,994,85,2024-12-23
730,296,17,189,119,2023-02-24
731,27,22,,47,2023-06-02
732,73,28,637,61,2024-01-24
733,67,2,577,22,2024-04-28
734,265,15,981,59,2024-06-23
735,250,22,147,98,2023-05-07
736,344,9,772,120,2023-04-07
737,132,25,576,71,2023-12-28
738,26,15,882,148,2024-06-29
739,35,1,636,149,2023-11-04
740,321,18,347,64,2024-03-02
741,232,34,616,53,2024-09-04
742,197,31,6,136,2023-05-26
743,210,21,75,150,2023-05-18
744,176,19,730,148,2023-10-04
745,63,8,701,147,2023-11-11
746,322,23,881,119,2023-09-26
747,327,6,477,20,2023-02-27
748,16,13,634,88,2024-03-19
749,189,12,90,84,2023-12-15
750,232,12,176,37,2023-08-23
751,180,16,981,130,2024-01-28
752,91,15,93,53,2024-05-25
753,60,30,517,137,2023-05-06
754,258,24,481,91,2023-02-05
755,246,27,688,79,2024-09-30
756,201,5,394,59,2024-01-01
757,79,12,788,46,2024-10-25
758,68,16,91,127,2023-12-19
759,167,5,166,65,2024-12-30
760,336,11,459,54,2023-01-04
761,147,1,585,57,2024-07-09
762,250,11,973,144,2023-01-19
763,85,34,552,107,2024-09-21
764,302,12,227,55,2023-03-11
765,158,27,144,124,2023-07-03
766,226,14,590,37,2023-07-29
767,337,24,292,75,2023-03-23
768,331,23,,42,2023-11-15
769,148,8,,97,2023-11-14
770,28,12,89,120,2024-03-10
771,35,6,665,110,2024-02-19
772,213,32,152,130,2023-03-02
773,60,19,520,134,2024-01-13
774,293,24,222,71,2024-12-16
775,122,15,168,118,2024-08-17
776,229,10,613,98,2023-01-13
777,118,21,50,123,2024-09-30
778,313,10,-39,94,2023-01-04
779,69,8,299,68,2023-02-08
780,244,27,289,96,2023-06-10
781,120,12,874,89,2023-01-26
782,256,7,89,141,2024-02-23
783,332,9,231,104,2023-10-22
784,98,3,280,103,2024-07-31
785,41,34,723,24,2023-02-19
786,98,24,434,44,2024-07-14
787,206,1,662,109,2023-10-31
788,81,7,713,143,2024-04-06
789,97,23,728,123,2024-09-16
790,205,28,266,124,2023-04-16
791,249,31,111,139,2024-06-30
792,233,33,901,53,2023-04-19
793,128,13,,64,2023-06-17
794,187,5,-3,108,2023-02-14
795,20,26,822,21,2023-07-05
796,244,16,268,106,2023-12-31
797,257,32,447,129,2023-03-02
798,67,33,7,59,2023-10-12
799,107,5,260,71,2024-05-19
800,155,6,904,21,2024-06-02
801,71,5,852,87,2024-11-05
802,52,20,201,143,2024-02-14
803,287,7,526,109,2024-04-29
804,244,12,740,80,2024-02-16
805,248,30,182,24,2023-05-26
806,33,31,893,80,2023-11-21
807,246,7,,134,2023-08-12
808,344,10,803,117,2023-12-30
809,288,18,602,119,2023-10-10
810,269,23,913,102,2024-09-16
811,200,30,649,120,2024-12-26
812,269,14,242,116,2024-04-04
813,153,23,0,75,2023-07-26
814,9999,999,-10,101,2023-01-15
815,89,16,392,66,2024-03-23
816,97,9,931,108,2024-08-25
817,2,22,253,34,2024-12-23
818,9999,999,,32,2024-08-23
819,171,34,923,148,2023-09-12
