order_item_id,order_id,product_id,quantity,unit_price_inr,discount_amount_inr,line_total_inr
123,20270,353,5,3855.92,3644.24,15635.36
124,16565,355,9,7394.78,11608.62,54944.4
125,24347,44,3,2352.34,1652.73,5404.29
126,16292,307,9,8037.97,9216.81,63124.92
127,17578,212,9,7618.35,204.51,68360.64
128,3729,69,3,14674.76,4872.8,39151.48
129,29855,126,2,12202.97,4857.73,19548.21
130,29163,44,5,4828.21,2125.1,22015.95
131,20612,290,1,7615.28,1551.39,6063.89
132,2413,52,6,4023.83,1992.14,22150.84
134,872,177,4,1100.18,997.5,3403.22
135,19947,339,10,3358.09,6160.62,27420.28
136,13237,54,1,10872.91,3234.4,7638.51
137,27920,360,3,8621.18,1808.99,24054.55
138,8121,112,8,9515.77,5161.42,236436.65
139,29286,75,6,2388.9,3569.76,10763.64
140,16928,248,9,3774.65,5969.96,28001.89
141,17815,350,4,14600.36,14834.99,43566.45
142,28663,200,4,11642.31,8121.12,38448.12
143,27196,14,7,1676.9,411.14,11327.16
144,27202,50,9,12845.19,636.04,114970.67
145,9993,307,2,8591.98,4473.13,12710.83
146,17172,277,5,8748.85,6142.49,37601.76
147,14675,191,1,14397.07,413.01,13984.06
148,5225,267,5,13569.03,4104.77,63740.38
149,26965,354,9,6152.64,3298.74,52075.02
150,26743,239,4,1416.83,877.62,4789.7
151,22391,183,2,8177.06,3921.47,12432.65
152,25643,213,8,5095.81,11694.22,29072.26
153,26695,312,3,3126.1,2151.6,7226.7
154,10327,70,2,8468.83,965.67,15971.99
155,25201,57,5,7750.58,8441.84,30311.06
156,8764,188,5,7791.19,1044.39,37911.56
158,23025,82,6,175.84,240.85,814.19
159,8546,252,2,14914.0,7869.77,21958.23
160,15731,236,10,6452.61,7189.76,57336.34
161,2372,41,6,3931.49,2789.43,20799.51
162,21738,235,9,13569.25,975.57,121147.68
163,20085,209,10,8395.02,20588.63,63361.57
164,1096,300,9,5382.57,7909.49,40533.64
165,11741,62,9,6473.52,6629.8,51631.88
166,25589,246,8,10951.73,24829.42,62784.42
167,18612,7,3,5637.26,4622.0,12289.78
168,27679,75,7,9731.78,6050.75,62071.71
169,24486,117,8,4317.37,3803.16,30735.8
170,6805,175,6,4452.58,0.0,18804.25
171,27252,261,2,10627.03,6153.73,15100.33
172,21190,355,7,12991.02,22603.28,68333.86
173,1148,300,9,12598.35,10665.08,102720.07
174,23019,357,7,8863.11,7254.78,54786.99
175,17035,206,10,9556.16,26386.23,69175.37
176,13722,148,5,13575.59,7370.14,60507.81
177,4690,343,3,5781.68,2210.99,15134.05
178,22597,209,10,2910.05,4962.62,24137.88
179,17274,293,10,1742.57,1700.27,15725.43
180,24955,130,2,498.03,0.0,952.56
181,8922,69,5,12955.82,3483.76,61295.34
182,28864,84,10,3266.23,4150.15,28512.15
183,12989,331,9,9932.8,24203.31,65191.89
184,21822,86,1,4691.75,91.2,4600.55
185,21886,247,4,6918.73,7473.27,20201.65
186,1502,54,3,4800.82,2314.49,12087.97
187,20041,5,10,3495.82,6449.04,28509.16
188,26096,333,6,9221.19,13779.62,41547.52
189,12976,138,2,2106.87,219.12,3994.62
190,17509,268,10,5834.19,103.88,58238.02
191,27005,340,2,3182.53,528.03,5837.03
192,21135,146,5,9509.97,0.0,43094.22
193,29270,15,2,2870.69,442.63,5298.75
194,28987,191,4,8349.08,2353.6,31042.72
195,4790,217,6,11424.67,14326.98,54221.04
196,594,245,4,3860.61,1593.94,13848.5
197,18371,206,2,2838.32,1093.32,4583.32
198,21264,318,1,3886.91,665.49,3221.42
199,26277,348,9,5720.85,11666.44,39821.21
200,7263,152,9,3972.65,4385.8,31368.05
201,26982,238,10,3416.03,9863.35,24296.95
202,11632,257,7,4158.96,4266.19,24846.53
203,63,7,4,4726.57,2677.0,16229.28
204,29307,40,2,2752.37,1647.61,3857.13
205,10246,6,7,4352.25,1085.71,29380.04
206,9777,21,6,13465.77,15685.28,65109.34
207,6447,60,10,6766.44,18510.41,49153.99
208,10517,211,10,13352.88,8809.95,124718.85
209,1173,299,3,9544.93,1413.17,27221.62
210,6296,251,7,9273.17,9274.58,55637.61
211,2416,2,9,5339.4,6308.83,41745.77
212,7766,284,7,12787.74,12796.17,76718.01
213,23539,19,1,629.01,185.85,443.16
214,19585,283,2,1161.64,109.92,2213.36
215,23863,90,9,9474.0,18087.91,67178.09
216,7793,167,7,10869.49,20888.33,55198.1
217,29215,174,7,9949.61,6263.17,63384.1
218,20009,127,7,1197.46,248.11,8134.11
219,13508,225,9,7547.78,10816.33,57113.69
220,8175,7,2,2486.23,928.82,4043.64
221,6283,337,1,6904.13,1883.15,5020.98
222,26801,71,10,9975.51,17314.45,82440.65
223,23994,200,10,13356.03,24444.12,109116.18
224,20428,22,5,10101.05,9002.46,41502.79
225,29030,53,4,9774.02,2856.71,36239.37
226,5221,100,3,7444.31,3791.86,18541.07
227,286,343,8,785.37,10.32,6272.64
228,24678,200,10,3321.8,9197.06,24020.94
229,13968,335,4,14737.43,11102.51,47847.21
230,21598,326,8,5315.76,8646.15,33879.93
231,3044,256,6,6885.37,11647.07,29665.15
232,22733,82,2,5642.52,176.33,11108.71
233,9154,306,10,10752.54,4365.79,103159.61
234,5295,121,5,7438.41,1082.43,36109.62
235,4439,207,1,11124.0,1111.42,10012.58
236,18338,91,8,7441.0,556.21,58971.79
237,247,181,7,11220.65,14416.71,64127.84
238,23717,48,7,14172.32,17669.94,81536.3
239,680,11,6,12752.9,0.0,75806.19
240,4063,118,3,13686.09,5109.53,35948.74
241,17890,105,3,12164.13,5665.57,30826.82
242,12873,84,6,47.81,13.69,273.17
244,7350,239,2,2816.41,53.28,5579.54
245,16889,252,3,6485.62,2983.98,16472.88
246,25216,340,7,11604.23,8576.89,72652.72
247,29952,143,8,10067.26,22567.23,57970.85
248,18621,186,6,11865.42,16482.25,54710.27
249,7949,87,2,6206.03,2361.96,10050.1
250,6726,272,4,9719.69,7906.49,30972.27
251,23847,258,8,1666.99,2685.82,10650.1
252,10566,76,1,6896.86,151.33,6745.53
253,22568,140,1,1956.17,161.19,1794.98
254,14982,99,5,912.19,1263.03,3297.92
255,2384,113,5,9494.07,11235.01,36235.34
256,6259,181,2,12889.35,5170.56,20608.14
257,10921,85,8,7096.56,432.67,56339.81
258,16615,240,8,6087.7,7547.19,41154.41
259,15934,308,3,8810.94,7326.7,19106.12
260,24820,55,10,4378.32,1288.29,42494.91
261,25226,196,5,10340.1,9320.48,42380.02
262,27647,307,3,7221.57,3586.71,18078.0
263,24275,136,10,6982.11,867.88,68953.22
264,29510,221,10,12465.09,27716.18,96934.72
265,1072,241,8,14253.76,32902.08,81128.0
266,2221,31,8,12400.96,26099.04,73108.64
267,27173,353,8,3699.44,624.8,28970.72
268,8591,132,4,11826.86,6220.66,41086.78
269,9047,58,5,2626.75,3876.26,51873.15
270,1202,132,3,13612.72,11540.75,29297.41
271,3695,132,9,577.96,888.2,4313.44
272,9040,99,9,6761.59,17561.6,43292.71
273,5350,33,8,50.51,0.0,284.77
274,17947,78,2,9099.17,256.62,17941.72
275,28059,135,5,12723.54,17411.64,46206.06
276,1211,21,7,13056.15,22110.25,69282.8
277,15268,358,10,6999.17,13851.42,56140.28
278,5466,110,5,1968.59,2356.51,7486.44
279,18771,149,3,1364.53,1121.56,2972.03
280,7017,92,9,13083.98,18892.15,98863.67
281,28121,297,4,10628.53,1094.57,41419.55
282,21469,89,7,6509.34,7095.69,38469.69
283,22420,73,2,4665.5,186.09,9144.91
284,18053,119,5,12851.12,11769.25,52486.35
285,13400,281,1,4749.27,84.37,4664.9
286,180,279,1,1669.24,145.09,1524.15
287,7308,191,3,4824.66,2630.13,11843.85
288,11482,35,4,4253.45,3077.78,13936.02
289,15644,327,8,7637.92,4872.27,56231.09
290,7112,279,4,8420.46,8046.92,25634.92
291,20122,182,3,7724.68,5995.73,17178.31
292,9480,106,7,9766.19,8896.44,59466.89
293,23516,80,1,12957.26,3231.29,9725.97
294,19741,30,7,3923.39,7855.76,19607.97
295,6865,151,9,6055.5,9781.96,44717.54
296,6128,354,8,6743.57,2707.38,51241.18
297,6110,122,2,13319.74,3019.62,23619.86
298,20427,278,2,12397.94,0.0,22291.9
299,22080,45,8,11906.59,6704.73,88547.99
300,29052,175,3,12419.39,1942.97,35315.2
301,11919,176,6,10897.47,0.0,56457.59
302,3346,190,10,9563.41,19411.17,76222.93
303,11485,86,10,13278.0,25201.09,107578.91
304,21291,174,8,1394.69,2403.06,8754.46
305,13555,175,2,3984.85,893.73,7075.97
306,28164,7,9,4365.05,11037.67,28247.78
307,13243,64,4,6073.94,5630.54,18665.22
308,21853,154,3,9253.64,4396.13,23364.79
310,2730,26,6,10279.22,3786.74,57888.58
311,24165,149,9,7687.79,9312.57,59877.54
312,16847,345,5,3720.52,2997.51,15605.09
313,3380,65,6,2087.93,1700.53,10827.05
314,9440,278,6,3523.37,4159.38,16980.84
315,7739,87,4,14248.61,3361.39,53633.05
316,9915,113,3,4034.6,3540.5,8563.3
317,21720,347,8,3435.63,6216.77,21268.27
318,8980,231,3,6075.23,685.99,17539.7
319,14755,315,9,3885.81,8271.64,26700.65
320,18291,341,4,6070.41,3006.07,21275.57
321,14911,78,2,3630.59,1730.64,5530.54
322,10313,13,4,7998.58,1175.22,30819.1
323,17317,188,4,5380.95,1260.02,20263.78
324,26569,7,9,10143.11,23649.58,67638.41
325,17412,288,7,10587.47,13900.04,60212.25
326,16317,195,5,8154.29,2418.96,38352.49
327,19397,51,6,324.03,54.77,1889.41
328,27782,311,10,5429.42,1848.94,52445.26
329,3004,12,3,10798.06,620.86,31773.32
330,28073,204,3,5977.36,3904.39,14027.69
331,5403,260,5,7880.81,6440.51,32963.54
332,18351,167,5,8400.79,10391.17,31612.78
333,11257,330,7,1230.65,788.28,7826.27
334,15166,354,9,8244.19,9329.93,64867.78
335,19208,136,8,13538.95,25953.75,82357.85
336,8634,40,9,653.51,956.98,4924.61
337,18804,336,3,5772.88,3899.84,13418.8
338,20054,306,10,7157.13,20244.52,51326.78
339,19056,174,7,2240.62,4129.83,11554.51
340,27496,148,2,2469.25,254.44,4684.06
341,17120,48,9,12733.44,33856.09,80744.87
342,22939,22,5,14554.07,19456.43,53313.92
343,15213,137,3,10668.01,6358.23,25645.8
344,11793,251,4,5393.02,2967.32,18604.76
345,6205,300,1,1858.76,314.69,1544.07
346,11430,155,3,672.57,145.78,1871.93
347,20909,82,4,9546.31,0.0,37376.2
348,8260,264,4,170.88,104.13,579.39
349,15669,169,4,1552.28,1590.26,4618.86
350,15873,351,10,8118.17,13032.52,68149.18
351,18554,295,10,2235.96,1672.81,20686.79
352,27611,272,7,8515.93,5252.12,54359.39
353,11716,291,10,14016.04,17255.81,122904.59
354,15288,38,3,7929.97,5898.49,17891.42
355,3936,225,6,14436.07,10655.18,75961.24
356,13841,237,10,12820.98,2144.51,126065.29
358,23490,310,7,5468.58,2148.89,36131.17
359,13011,127,5,10082.34,6903.49,43508.21
360,26115,192,4,9041.98,9475.63,26692.29
361,7007,321,9,5643.81,7809.68,42984.61
362,709,205,6,7055.86,3405.85,38929.31
363,322,202,3,14999.01,5356.39,39640.64
364,4455,117,6,7566.96,10116.18,35285.58
365,9938,55,9,3837.37,10268.78,24267.55
366,11346,70,10,12002.81,1884.39,118143.71
367,12612,112,4,3611.95,20.78,14427.02
368,25837,14,7,14199.09,29395.53,69998.1
369,27290,36,8,10246.96,9188.81,72786.87
370,4831,27,5,13151.7,6731.72,59026.78
371,6970,192,10,12109.84,2048.34,119050.06
372,23323,201,8,14001.19,7625.21,104384.31
373,15857,34,10,14010.18,8313.33,131788.47
374,27356,199,6,13027.2,21978.65,56184.55
375,6126,132,8,4664.5,4182.54,33133.46
376,212,76,4,13441.48,13136.06,40629.86
377,21362,85,2,3252.52,968.45,5536.59
378,8207,328,8,8692.87,6800.07,62742.89
379,5793,145,8,12655.34,25792.12,75450.6
380,23767,270,5,7594.48,514.16,37458.24
381,5443,14,5,9923.45,8198.23,41419.02
382,9386,105,8,1030.51,338.36,7905.72
383,24029,82,9,3697.24,2001.66,31273.5
384,21946,38,6,14249.75,21951.44,63547.06
385,8908,253,4,11952.46,7241.7,40568.14
386,22795,79,5,11769.67,4168.13,54680.22
387,7338,203,10,9893.87,24036.48,74902.22
388,12973,261,6,14818.33,18329.25,70580.73
389,8302,284,9,13964.5,1612.09,124068.41
390,20339,240,9,1077.03,1791.71,7901.56
391,7151,305,3,3771.83,523.19,10792.3
392,28035,100,3,193.16,70.47,509.01
393,20482,31,7,3791.81,213.25,26329.42
394,2034,114,9,6734.33,478.47,60130.5
395,3578,232,3,13339.33,2019.02,37998.97
396,22314,223,10,2749.75,617.24,26880.26
397,14390,134,2,12581.38,2272.96,22889.8
398,7584,186,1,8836.3,2204.75,6631.55
399,27583,321,5,4559.27,806.81,21989.54
400,2370,160,4,3229.99,2686.94,10233.02
401,3718,98,2,12711.54,7461.46,17961.62
402,25751,110,1,7908.84,1403.79,6505.05
403,27874,299,5,1694.18,1749.08,6721.82
404,7138,291,3,14543.79,7448.38,36182.99
405,24276,163,3,3296.54,532.8,9356.82
406,22288,59,6,13153.37,10688.82,68231.4
407,19209,311,3,2271.4,1095.23,5718.97
408,9094,118,2,13485.41,3565.41,23405.41
409,4051,208,5,14684.49,5186.58,68235.87
410,15461,119,3,3902.62,2708.92,8998.94
411,5172,329,7,800.59,1042.96,4561.17
412,13171,8,6,300.3,63.34,1738.46
414,24894,273,8,7326.81,11917.17,46697.31
415,24215,1,8,9928.64,6395.95,73033.17
416,24789,211,6,8664.53,1921.84,50065.34
417,13327,161,10,2217.19,5158.14,17013.76
418,3527,317,7,4145.47,4588.82,24429.47
419,17062,311,3,51.61,5.31,149.52
420,14918,35,3,1106.31,0.0,2956.72
421,5229,103,4,67.4,67.58,202.02
422,15958,6,6,2237.07,3673.95,9748.47
423,3532,71,2,8255.98,553.75,15958.21
424,26758,298,4,12262.37,14027.39,35022.09
425,6864,305,3,6036.79,2636.82,15473.55
426,16594,16,9,1592.07,586.3,13742.33
427,10050,292,2,8571.17,2266.71,14875.63
428,16783,246,10,12063.31,3269.17,117363.93
429,26213,172,8,12818.17,14644.3,87901.06
430,22048,25,5,14774.33,14947.31,58924.34
431,9991,218,2,1686.18,1001.47,2370.89
432,21348,331,8,854.12,715.09,6117.87
434,20508,339,3,4873.52,515.52,14105.04
436,10972,359,2,10734.11,3248.29,18219.93
437,17322,208,4,13901.46,7501.63,48104.21
438,5588,180,3,9243.02,6362.12,21366.94
439,3501,113,7,7036.14,6584.19,42668.79
441,18607,258,10,11152.57,10853.06,100672.64
442,12722,294,7,11742.16,256.68,81938.44
443,27291,129,3,2976.5,49.35,8880.15
445,21253,89,4,841.29,385.28,2979.88
446,8300,36,6,8199.5,7258.45,41938.55
447,22221,186,5,925.04,68.57,4556.63
448,27333,174,2,10736.69,1509.65,19963.73
449,11051,12,5,1256.78,1145.13,5138.77
450,18208,294,9,11421.39,17843.98,84948.53
451,26089,304,10,1595.41,3586.24,12367.86
452,13646,102,5,2014.35,1656.13,8415.62
454,22272,355,2,10948.39,4295.71,17601.07
455,28309,9,8,8921.67,21372.86,50000.5
456,24385,158,1,10474.82,2104.14,8370.68
457,2636,171,8,14175.48,28648.78,84755.06
458,16319,198,7,12673.09,2738.06,85973.57
459,21406,43,4,10106.15,11584.49,28840.11
460,16422,126,8,1012.1,1236.19,6860.61
461,6133,208,5,5252.0,4686.72,21573.28
462,29713,313,9,1892.49,1201.8,15830.61
463,21902,260,8,14076.07,18728.19,93880.37
464,10610,234,9,12247.13,2549.72,107674.45
465,24992,231,8,6411.46,5252.49,46039.19
466,144,234,2,14644.76,5307.25,23982.27
467,6808,329,7,2292.86,2444.83,13605.19
468,6602,283,1,2052.41,318.95,1733.46
469,19590,116,6,13785.06,820.31,81890.05
470,26794,108,3,8857.23,0.0,20364.43
471,29330,171,5,10654.66,1258.61,52014.69
472,93,150,6,832.83,1236.47,3760.51
473,5244,158,8,6080.9,39.82,48607.38
474,10845,183,2,13548.15,1243.14,25853.16
475,23821,238,8,1286.67,3052.49,7240.87
476,22406,181,7,4146.68,3294.28,25732.48
477,7603,214,10,14243.45,41985.2,100449.3
478,21987,334,5,3181.84,3897.81,12011.39
479,22912,189,1,10507.59,2398.84,8108.75
480,22752,180,1,317.58,14.21,303.37
481,16415,21,4,193.7,0.0,562.05
482,5045,221,4,8126.06,4752.13,27752.11
483,23398,109,1,12205.17,2075.86,10129.31
484,19167,279,5,10219.36,3671.89,47424.91
485,4049,254,1,14260.99,3925.64,10335.35
486,27845,101,3,6383.55,1.1,19149.55
487,25751,56,3,6492.71,5782.46,13695.67
488,9448,346,7,14244.05,15188.42,84519.93
489,3856,88,6,1812.34,609.14,10264.9
491,29807,124,1,3279.42,357.6,2921.82
492,26009,229,10,8551.42,18341.19,67173.01
493,20412,288,2,4679.62,2317.94,7041.3
494,8413,35,3,7352.73,216.76,21841.43
495,11840,114,8,58.38,105.88,361.16
496,23869,39,1,513.66,138.02,375.64
497,28492,321,2,10547.65,4016.1,17079.2
498,18587,231,4,4451.98,72.22,17735.7
499,11387,130,3,12030.03,8718.88,27371.21
500,21375,219,4,11400.88,6601.41,39002.11
501,5104,270,4,10807.58,9294.81,33935.51
502,3330,147,8,1426.21,1869.71,9539.97
503,20670,328,1,192.72,41.73,150.99
504,27687,50,3,4791.28,1345.03,13028.81
505,6051,251,5,10104.01,1147.58,49372.47
506,14357,241,1,8897.91,263.39,8634.52
507,23182,107,4,3160.34,1370.33,51963.96
508,9672,176,4,14380.72,15990.2,41532.68
509,11976,323,1,9480.54,1666.07,7814.47
510,6384,141,4,1003.8,248.28,3766.92
511,26711,237,4,6652.87,113.1,26498.38
512,12495,195,6,8117.9,461.07,48246.33
513,17545,158,3,5057.64,3900.74,11272.18
514,24860,338,10,2597.86,1824.03,24154.57
515,16034,313,6,14755.87,20750.84,67784.38
516,22888,269,9,8649.35,12534.05,65310.1
517,19455,1,1,6195.76,1559.99,4635.77
518,21281,285,3,10229.26,4060.85,26626.93
519,13281,324,2,9138.65,1533.99,16743.31
520,8471,27,7,11238.92,10178.73,68493.71
522,23644,27,1,10721.57,0.0,8358.97
523,8731,348,2,13711.0,3866.34,23555.66
524,23158,228,6,5364.4,3642.75,28543.65
525,9222,208,9,9644.13,19440.61,67356.56
526,1212,225,2,4652.04,448.76,8855.32
527,28838,298,3,10753.12,6909.87,25349.49
528,26522,79,1,6933.22,195.46,6737.76
529,2053,205,8,12270.25,22464.91,75697.09
530,25686,242,10,7876.82,6461.98,72306.22
531,12340,136,10,7523.11,5364.57,69866.53
532,1048,348,9,10608.79,168.81,95310.3
533,27376,7,9,7159.95,20.84,64418.71
535,6449,245,7,11552.95,606.11,80264.54
536,18078,95,3,14465.3,4011.47,39384.43
537,16324,317,5,13503.12,11609.49,55906.11
538,29359,75,2,13717.79,3281.68,24153.9
539,1741,203,7,10565.11,18423.93,55531.84
540,6488,201,10,12391.28,31270.28,92642.52
541,9736,323,3,12406.72,385.69,36834.47
542,21204,167,1,1613.21,437.22,1175.99
543,10680,340,9,11094.1,25898.62,73948.28
544,23071,233,3,1279.94,14.27,3825.55
545,12058,107,7,4763.12,2453.09,30888.75
546,2325,280,10,9451.53,24068.5,70446.8
547,25614,330,7,14595.43,29777.99,72390.02
548,8800,229,10,1077.23,1326.69,9445.61
549,21967,233,7,10975.21,1904.7,74921.77
550,20076,73,4,4105.22,3735.26,12685.62
551,3024,243,7,2207.63,960.0,14493.41
552,9237,247,8,8446.6,20016.72,47556.08
553,23320,268,5,8703.92,7667.66,35851.94
554,24343,259,4,5613.8,3155.94,19299.26
555,13741,350,8,3625.21,3400.83,25600.85
556,19891,180,3,10981.32,4649.22,28294.74
557,13218,174,8,10088.32,22829.69,57876.87
558,14143,61,10,1579.64,2445.95,13350.45
559,15345,327,3,3961.64,943.23,10941.69
560,29057,198,2,7098.35,4159.61,10037.09
561,1800,106,3,3740.46,2121.68,9099.7
562,19211,178,7,8668.16,2945.98,57731.14
563,14287,322,3,10918.33,7745.43,25009.56
564,2876,323,6,3994.06,5706.51,18257.85
565,6326,113,6,12515.46,16156.92,58935.84
566,6229,317,9,9475.34,23082.2,62195.86
567,26013,156,10,4753.31,2752.46,44780.64
568,8029,128,9,14445.41,8024.04,121984.65
569,11118,350,8,13329.02,8052.11,98580.05
570,25316,149,6,2616.74,815.54,14884.9
571,19491,264,7,1785.78,2443.26,10057.2
572,22952,192,10,13654.81,36887.6,99660.5
573,22864,190,8,10845.65,18275.97,68489.23
574,14544,66,9,12828.7,2725.82,112732.48
575,12482,12,6,3179.45,2479.95,16596.75
576,7952,20,8,1414.0,1341.79,9970.21
577,20810,27,7,8580.53,12415.87,47647.84
578,20570,254,5,13514.8,16385.3,51188.7
579,14943,13,8,9160.27,17482.51,55799.65
580,19838,169,6,10448.82,0.0,55544.16
581,15852,233,3,560.44,186.16,1495.16
582,3042,139,7,12915.08,22714.53,67691.03
583,14992,263,3,7379.02,0.0,19249.33
584,25826,341,9,6338.34,2156.44,54888.62
585,26219,275,10,14782.83,39647.8,108180.5
586,23611,77,2,5824.99,1080.85,10569.13
587,21180,325,8,1451.52,416.33,11195.83
588,6546,209,8,6871.91,4793.98,50181.3
589,17731,115,1,14893.87,1811.72,13082.15
590,28939,360,7,7791.78,14629.89,39912.57
591,6602,60,8,5053.95,4504.51,35927.09
592,12383,220,8,4681.45,9475.51,27976.09
593,16332,215,6,10041.71,14581.26,45669.0
594,20574,149,9,7502.62,13739.11,53784.47
595,25832,42,5,3341.49,1971.0,14736.45
596,13748,316,4,11538.69,1948.19,44206.57
597,23980,65,4,5079.58,246.17,20072.15
598,7923,244,1,723.27,33.88,689.39
599,2172,88,9,5983.88,9883.48,43971.44
600,28717,285,1,12566.74,1733.69,10833.05
601,3997,149,7,7293.51,4352.67,46701.9
602,18481,358,7,14229.84,15116.67,84492.21
603,22725,231,4,6679.02,529.95,26186.13
605,20272,123,8,1005.68,1600.59,6444.85
606,22988,46,1,8492.68,2440.11,6052.57
607,11591,65,5,1585.54,868.61,7059.09
