inventory_id,product_id,store_id,stock_quantity,reorder_level,last_restock_date
423,169,17,93.0,115,2024-02-20
424,237,12,905.0,23,2023-02-12
425,225,27,829.0,88,2023-08-20
426,296,23,34.0,138,2024-10-30
427,279,30,477.0,63,2023-02-02
428,262,13,602.0,142,2024-06-22
429,135,5,904.0,76,2024-01-01
430,295,32,49.0,50,2023-06-12
431,9999,999,0.0,125,2023-08-16
432,186,2,592.0,27,2023-08-30
433,335,23,132.0,128,2023-11-18
434,9,9,215.0,132,2024-11-01
435,288,32,892.0,95,2024-12-20
436,355,22,883.0,81,2024-12-10
437,297,34,292.0,47,2024-02-25
438,168,22,599.0,93,2023-11-22
439,295,30,155.0,50,2023-01-15
440,333,32,93.0,128,2024-03-29
441,179,33,811.0,20,2023-01-22
442,279,34,174.0,102,2024-10-15
443,119,25,736.0,116,2023-08-09
444,59,13,612.0,83,2023-10-19
445,195,22,742.0,141,2023-09-06
446,258,1,959.0,22,2024-01-07
447,266,19,2.0,126,2024-07-31
448,311,9,253.0,137,2023-05-04
449,152,19,571.0,54,2024-09-07
450,288,3,182.0,47,2023-04-03
451,30,28,82.0,77,2023-04-08
452,102,7,524.0,88,2024-01-01
453,228,23,643.0,133,2024-08-31
454,209,31,628.0,51,2023-02-12
455,276,29,327.0,125,2024-12-19
456,93,8,553.0,106,2024-09-27
457,179,17,584.0,52,2023-04-25
458,14,11,468.0,58,2023-05-12
459,106,10,477.0,109,2024-11-06
460,249,32,163.0,87,2024-08-01
461,256,29,298.0,107,2023-06-30
462,77,21,861.0,64,2024-05-10
463,181,23,256.0,99,2024-06-28
464,185,35,198.0,119,2023-01-31
465,118,18,273.0,40,2024-06-20
466,25,5,518.0,41,2023-01-12
467,19,30,477.0,133,2023-07-14
468,196,12,237.0,76,2023-04-23
469,177,2,863.0,102,2023-05-08
470,70,32,897.0,31,2023-11-29
471,105,3,412.0,106,2023-03-25
472,312,25,301.0,109,2023-06-05
473,203,2,342.0,94,2023-02-20
474,120,23,286.0,108,2024-01-01
475,234,31,380.0,41,2023-10-08
476,48,15,0.0,139,2024-03-19
477,219,12,247.0,131,2024-11-11
478,174,20,924.0,31,2023-01-27
479,343,30,634.0,56,2023-10-18
480,358,7,0.0,138,2024-10-10
481,314,13,109.0,89,2023-07-18
482,33,24,490.0,56,2024-06-14
483,327,9,545.0,27,2024-04-09
484,198,19,59.0,37,2023-11-15
485,104,13,684.0,79,2024-09-24
486,193,28,494.0,127,2024-06-09
487,57,21,742.0,56,2023-08-23
488,139,13,965.0,74,2023-04-22
489,25,31,368.0,22,2023-04-12
490,196,33,764.0,113,2024-10-05
491,253,32,813.0,97,2023-06-14
492,6,19,91.0,120,2024-09-24
493,276,4,368.0,121,2023-04-06
494,302,12,534.0,37,2024-08-25
495,296,24,44.0,93,2023-11-03
496,299,29,263.0,147,2023-04-02
497,271,5,367.0,96,2023-05-14
498,107,12,252.0,99,2023-06-30
499,123,34,0.0,126,2024-09-28
500,83,31,948.0,77,2023-04-13
501,143,27,365.0,88,2023-11-05
502,161,11,183.0,95,2024-10-27
503,112,11,820.0,32,2024-09-29
504,290,6,531.0,79,2024-03-27
505,297,3,246.0,137,2023-05-10
506,239,8,116.0,68,2023-08-15
507,94,27,986.0,61,2023-08-27
508,65,6,591.0,50,2023-02-12
509,93,8,0.0,89,2023-02-21
510,263,25,667.0,49,2024-10-28
511,24,29,325.0,70,2024-12-29
512,255,7,521.0,108,2023-08-12
513,17,32,502.0,88,2024-01-31
514,252,29,943.0,74,2024-11-07
515,228,14,513.0,29,2023-01-29
516,302,35,831.0,119,2023-03-26
517,335,32,404.0,33,2024-09-28
518,175,7,516.0,98,2024-09-09
519,271,23,571.0,70,2024-02-08
520,92,16,938.0,30,2024-03-17
521,111,12,477.0,100,2024-02-04
522,142,2,668.0,34,2023-09-26
523,318,31,178.0,139,2023-10-14
524,261,12,907.0,129,2023-07-07
525,196,27,809.0,46,2024-10-05
526,268,5,458.0,24,2023-07-20
527,59,12,380.0,139,2024-01-31
528,171,6,175.0,31,2023-05-26
529,162,28,180.0,95,2023-02-28
530,353,20,110.0,43,2023-09-10
531,128,1,216.0,53,2024-12-04
532,294,17,726.0,30,2024-11-24
533,133,14,159.0,145,2023-07-29
534,54,18,424.0,72,2023-10-29
535,274,15,69.0,146,2024-05-25
536,11,23,139.0,54,2024-10-20
537,160,13,202.0,106,2023-09-29
538,253,19,225.0,112,2023-01-20
539,14,30,230.0,143,2024-04-15
540,175,23,197.0,128,2024-11-28
541,9999,999,0.0,42,2024-04-08
542,29,1,67.0,128,2023-09-22
543,58,12,354.0,64,2024-06-13
544,84,18,447.0,88,2023-08-22
545,341,12,75.0,43,2023-09-07
546,131,5,296.0,145,2023-06-10
547,347,29,0.0,79,2024-12-04
548,290,27,60.0,102,2024-10-04
549,9,5,625.0,69,2024-11-21
550,91,35,699.0,55,2024-09-15
551,106,10,718.0,81,2024-02-08
552,47,15,898.0,108,2024-05-08
553,253,24,223.0,74,2023-07-10
554,122,35,954.0,38,2024-02-22
555,227,20,226.0,129,2023-04-19
556,9999,999,0.0,59,2024-08-15
557,86,29,49.0,80,2024-07-05
558,275,11,178.0,25,2023-02-08
559,197,15,770.0,57,2023-05-19
560,287,5,371.0,112,2023-09-28
561,75,25,454.0,58,2023-02-27
562,347,24,458.0,110,2023-01-28
563,323,34,825.0,94,2023-04-28
564,128,18,454.0,89,2023-11-02
565,190,20,588.0,97,2024-11-18
566,182,14,689.0,58,2024-06-19
567,267,16,555.0,144,2024-01-14
568,153,19,728.0,110,2023-07-24
569,297,30,756.0,81,2024-04-11
570,42,22,38.0,125,2024-03-28
571,277,10,234.0,92,2024-04-01
572,214,28,4.0,89,2024-01-08
573,238,27,0.0,37,2023-12-21
574,81,5,422.0,35,2023-12-12
575,319,24,433.0,84,2023-08-02
576,116,1,640.0,43,2024-02-02
577,256,3,0.0,64,2023-03-18
578,268,16,652.0,58,2023-05-16
579,199,14,0.0,48,2023-01-20
580,131,21,230.0,22,2023-12-10
581,338,12,380.0,87,2024-11-02
582,111,24,953.0,108,2023-08-26
583,196,9,797.0,56,2024-04-03
584,1,18,558.0,127,2023-10-17
585,44,10,590.0,24,2024-10-08
586,138,26,561.0,38,2024-05-30
587,353,5,376.0,25,2024-04-06
588,255,13,667.0,141,2023-06-12
589,24,15,59.0,134,2024-09-18
590,294,32,199.0,115,2023-12-20
591,211,25,766.0,65,2023-01-05
592,160,32,132.0,48,2024-10-03
593,29,19,296.0,79,2024-07-06
594,352,21,698.0,85,2024-01-24
595,216,12,486.0,100,2024-06-14
596,85,21,826.0,94,2023-02-26
597,114,2,833.0,121,2024-12-03
598,178,26,84.0,98,2024-02-19
599,104,32,448.0,61,2023-11-02
600,140,10,749.0,83,2023-02-17
601,275,8,560.0,142,2023-07-07
602,236,16,313.0,56,2023-10-06
603,167,25,532.0,63,2024-11-30
604,51,9,450.0,37,2023-04-13
605,70,22,124.0,43,2024-08-24
606,121,4,695.0,110,2023-03-15
607,354,17,839.0,136,2023-07-18
608,5,29,832.0,109,2024-09-13
609,61,23,914.0,40,2024-11-03
610,177,30,988.0,70,2024-09-01
611,157,19,139.0,101,2024-04-25
612,310,19,524.0,75,2024-09-01
613,40,6,431.0,123,2024-03-12
614,262,15,781.0,141,2024-07-04
615,300,23,381.0,76,2023-10-06
616,92,5,149.0,35,2024-01-09
617,120,23,197.0,72,2023-03-22
618,296,29,401.0,27,2023-08-25
619,348,3,146.0,90,2024-03-05
620,84,29,610.0,36,2024-03-07
621,201,9,69.0,106,2023-03-05
622,231,13,779.0,28,2023-09-20
623,68,18,444.0,120,2023-07-29
624,217,23,830.0,51,2024-08-12
625,132,25,477.0,58,2024-10-21
626,97,2,111.0,24,2023-08-04
627,356,33,6.0,150,2023-05-08
628,175,23,751.0,123,2023-03-14
629,21,13,551.0,133,2023-12-25
630,192,17,706.0,84,2023-01-01
631,92,1,642.0,129,2024-05-19
632,250,28,614.0,59,2023-06-29
633,177,31,706.0,22,2024-05-06
634,176,28,939.0,116,2023-04-29
635,176,34,532.0,50,2023-01-09
636,193,28,368.0,89,2024-02-21
637,37,14,241.0,108,2023-05-04
638,102,32,166.0,56,2023-11-06
639,260,11,45.0,135,2023-11-29
640,205,16,823.0,69,2024-04-12
641,124,7,633.0,141,2024-04-12
642,57,12,314.0,100,2023-02-23
643,138,13,450.0,133,2023-03-20
644,90,12,644.0,83,2023-01-12
645,268,9,986.0,63,2023-09-10
646,64,26,361.0,124,2024-04-09
647,261,27,728.0,89,2024-06-25
648,310,20,760.0,44,2024-12-30
649,340,16,544.0,22,2023-04-24
650,161,21,266.0,108,2023-07-20
651,198,10,959.0,85,2024-09-06
652,80,6,260.0,70,2024-02-02
653,221,29,524.0,135,2024-07-03
654,324,27,765.0,149,2023-09-27
655,111,8,145.0,24,2024-01-20
656,169,21,812.0,64,2023-11-08
657,344,20,530.0,146,2024-05-10
658,182,21,989.0,56,2024-12-27
659,283,33,21.0,84,2023-11-24
660,71,22,639.0,79,2024-07-16
661,224,21,774.0,150,2023-04-18
662,266,13,32.0,96,2024-05-10
663,112,15,142.0,139,2024-03-17
664,257,9,147.0,68,2024-01-17
665,307,31,477.0,31,2024-12-31
666,183,33,503.0,139,2023-07-27
667,152,16,656.0,31,2024-08-10
668,172,29,9.0,142,2024-06-17
669,296,33,358.0,89,2024-11-15
670,302,30,771.0,112,2023-06-09
671,192,5,339.0,72,2023-11-02
672,111,20,504.0,124,2023-01-30
673,62,11,321.0,92,2023-09-23
674,271,32,102.0,128,2024-07-19
675,211,8,719.0,128,2023-09-01
676,217,3,144.0,95,2024-07-26
677,185,30,603.0,84,2024-07-16
678,26,26,582.0,29,2023-03-31
679,297,10,337.0,135,2024-11-27
680,123,5,352.0,58,2024-05-09
681,295,23,899.0,120,2023-08-19
682,327,24,607.0,113,2023-05-28
683,60,9,196.0,49,2023-02-21
684,208,2,348.0,81,2024-02-22
685,330,14,982.0,29,2023-04-01
686,232,25,615.0,133,2024-05-18
687,339,19,987.0,72,2024-04-24
688,7,16,290.0,28,2024-04-16
689,300,11,979.0,106,2023-05-01
690,228,8,121.0,52,2024-02-27
691,40,34,852.0,80,2023-10-27
692,199,8,563.0,88,2024-01-19
693,65,20,527.0,43,2024-10-31
694,276,1,801.0,61,2024-03-28
695,281,18,710.0,125,2024-06-21
696,219,32,44.0,101,2024-09-24
697,236,8,964.0,54,2023-06-17
698,114,19,545.0,122,2023-09-04
699,43,9,359.0,93,2024-03-27
700,39,30,809.0,100,2024-07-22
701,122,21,834.0,125,2024-12-11
702,119,31,429.0,113,2024-06-28
703,331,28,206.0,42,2023-05-23
704,172,13,522.0,31,2023-11-24
705,145,27,325.0,20,2023-08-04
706,180,19,309.0,148,2023-04-21
707,347,12,147.0,119,2024-10-29
708,211,19,970.0,48,2024-05-11
709,1,17,500.0,25,2024-08-17
710,190,22,389.0,64,2024-07-23
711,146,6,477.0,107,2023-10-08
712,342,24,924.0,140,2024-09-23
713,211,23,246.0,150,2024-11-07
714,171,3,118.0,29,2024-09-23
715,190,21,0.0,81,2024-11-27
716,275,21,965.0,120,2023-06-11
717,186,26,873.0,46,2024-05-21
718,216,8,321.0,77,2024-08-16
719,55,19,794.0,79,2023-09-19
720,245,26,29.0,144,2023-01-03
721,52,9,200.0,136,2024-08-22
722,336,12,432.0,52,2023-11-11
723,265,7,565.0,52,2023-07-06
724,342,20,477.0,150,2023-04-04
725,187,9,697.0,114,2024-08-31
726,81,33,780.0,68,2024-11-25
727,136,34,818.0,115,2024-09-10
728,20,5,88.0,122,2024-11-22
729,254,1,994.0,85,2024-12-23
730,296,17,189.0,119,2023-02-24
731,27,22,477.0,47,2023-06-02
732,73,28,637.0,61,2024-01-24
